block,speed_um_per_s,distance_nm,early_map_order,late_map_order,early_force_pN,late_force_pN,pair_mean_force_pN,pair_half_difference_pN
1,0.9,90.0,3,6,489.1894237046096,475.8842651677213,482.53684443616544,6.652579268444157
1,0.9,95.0,3,6,465.8194517289925,453.3209209756745,459.5701863523335,6.249265376658997
1,0.9,100.0,3,6,436.187995755927,426.4716822335496,431.3298389947383,4.858156761188695
1,0.9,105.0,3,6,414.7276078239837,405.07827719496595,409.9029425094748,4.824665314508877
1,0.9,110.0,3,6,372.1301490919059,371.4244512579629,371.7773001749344,0.3528489169714817
1,0.9,115.0,3,6,362.7935488846165,329.7548124600677,346.2741806723421,16.5193682122744
1,0.9,120.0,3,6,325.1562040558822,328.1272756032711,326.64173982957664,1.485535773694437
1,0.9,125.0,3,6,305.66018929161453,302.5984597198724,304.12932450574345,1.5308647858710742
1,0.9,130.0,3,6,289.98418756338697,272.6873257297906,281.3357566465888,8.64843091679819
1,0.9,135.0,3,6,262.1842655695342,267.7754401723708,264.9798528709525,2.795587301418294
1,0.9,140.0,3,6,251.48464714887405,253.89787031577947,252.69125873232676,1.2066115834527125
1,0.9,145.0,3,6,254.21467637237436,251.50076744450553,252.85772190843994,1.3569544639344144
1,0.9,150.0,3,6,226.16907312063813,236.60261554146007,231.3858443310491,5.216771210410968
1,0.9,155.0,3,6,208.70782734741647,211.25423762283344,209.98103248512496,1.2732051377084872
1,0.9,160.0,3,6,190.02157164716547,192.4905448601141,191.2560582536398,1.23448660647432
1,0.9,165.0,3,6,196.48740068708037,188.6139533969603,192.55067704202034,3.9367236450600274
1,0.9,170.0,3,6,181.27837393590403,183.32255333591013,182.30046363590708,1.0220897000030504
1,0.9,175.0,3,6,164.97952904840264,174.8941238638102,169.93682645610642,4.957297407703777
1,0.9,180.0,3,6,157.635616073778,166.4417376111528,162.0386768424654,4.403060768687396
1,0.9,185.0,3,6,143.01429255686546,150.7990865048219,146.90668953084366,3.8923969739782223
1,0.9,190.0,3,6,140.51026225701372,131.91153420444482,136.21089823072927,4.299364026284451
1,0.9,195.0,3,6,121.17665988542475,117.01472427873291,119.09569208207884,2.0809678033459207
1,0.9,200.0,3,6,116.31237310431436,110.24178124074808,113.27707717253122,3.035295931783139
1,0.9,205.0,3,6,114.84792791267455,115.8225182420961,115.33522307738532,0.4872951647107726
1,0.9,210.0,3,6,103.29196227659315,110.14749490730578,106.71972859194946,3.4277663153563154
1,0.9,215.0,3,6,91.92175281175722,98.93348497711906,95.42761889443814,3.5058660826809245
1,0.9,220.0,3,6,81.5166238616535,91.78816808033099,86.65239597099225,5.135772109338745
