source,timestamp,acquisition_order,block,nominal_speed_um_per_s,baseline_method,distance_nm,force_median_pN,force_q25_pN,force_q75_pN,pixel_count
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,far_constant_referenced,160.0,6.665592256620048,2.9917616558509863,10.810148419261095,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,far_constant_referenced,165.0,5.162760086073369,1.4213283464274924,9.933952616080393,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,far_constant_referenced,170.0,4.77600294224365,0.6035345110685039,8.879183620868888,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,far_constant_referenced,175.0,5.5972531478763,1.561441995687059,9.231929368551024,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,far_constant_referenced,180.0,3.691605370922464,1.87765830427322,7.929566673883005,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,far_constant_referenced,185.0,4.149402207561055,0.6485029573108475,7.246761320178284,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,far_constant_referenced,190.0,4.29682649566424,1.468054671709433,6.946057106360424,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,far_constant_referenced,195.0,2.992017023414276,-0.41449718772791516,6.155011538549609,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,far_constant_referenced,200.0,2.535657371665945,0.679616228555202,6.402640870689241,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,far_constant_referenced,205.0,3.708649671069854,0.9781230935735649,5.945081585272159,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,far_constant_referenced,210.0,2.103646720128256,-0.061044725161591505,4.442754211071544,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,far_constant_referenced,215.0,2.079309597478881,-0.4882093317791521,5.46831034481112,64
